DepTime,DayOfWeek,Holiday,Weekend,HighTemperature,Weather,WindStrength,Origin,Trips
2018/12/31 7:00,1,1,0,4,0,2,30,7
2018/12/31 7:00,1,1,0,4,0,2,31,6
2018/12/31 7:00,1,1,0,4,0,2,32,20
2018/12/31 7:00,1,1,0,4,0,2,33,63
2018/12/31 7:00,1,1,0,4,0,2,34,85
2018/12/31 7:00,1,1,0,4,0,2,35,17
2018/12/31 7:00,1,1,0,4,0,2,36,6
2018/12/31 7:00,1,1,0,4,0,2,37,15
2018/12/31 7:00,1,1,0,4,0,2,38,6
2018/12/31 7:00,1,1,0,4,0,2,39,12
2018/12/31 7:00,1,1,0,4,0,2,40,24
2018/12/31 7:00,1,1,0,4,0,2,41,5
2018/12/31 7:00,1,1,0,4,0,2,42,2
2018/12/31 7:00,1,1,0,4,0,2,43,41
2018/12/31 7:00,1,1,0,4,0,2,44,20
2018/12/31 7:00,1,1,0,4,0,2,45,19
2018/12/31 7:00,1,1,0,4,0,2,46,1
2018/12/31 7:00,1,1,0,4,0,2,47,4
2018/12/31 7:00,1,1,0,4,0,2,48,17
2018/12/31 7:00,1,1,0,4,0,2,49,20
2018/12/31 7:00,1,1,0,4,0,2,50,2
2018/12/31 7:00,1,1,0,4,0,2,51,7
2018/12/31 7:00,1,1,0,4,0,2,52,8
2018/12/31 7:00,1,1,0,4,0,2,53,0
2018/12/31 8:00,1,1,0,4,0,2,0,58
2018/12/31 8:00,1,1,0,4,0,2,1,723
2018/12/31 8:00,1,1,0,4,0,2,2,783
2018/12/31 8:00,1,1,0,4,0,2,3,28
2018/12/31 8:00,1,1,0,4,0,2,4,153
2018/12/31 8:00,1,1,0,4,0,2,5,37
2018/12/31 8:00,1,1,0,4,0,2,6,209
2018/12/31 8:00,1,1,0,4,0,2,7,39
2018/12/31 8:00,1,1,0,4,0,2,8,373
2018/12/31 8:00,1,1,0,4,0,2,9,60
2018/12/31 8:00,1,1,0,4,0,2,10,13
2018/12/31 8:00,1,1,0,4,0,2,11,77
2018/12/31 8:00,1,1,0,4,0,2,12,135
2018/12/31 8:00,1,1,0,4,0,2,13,136
2018/12/31 8:00,1,1,0,4,0,2,14,55
2018/12/31 8:00,1,1,0,4,0,2,15,25
2018/12/31 8:00,1,1,0,4,0,2,16,3
2018/12/31 8:00,1,1,0,4,0,2,17,12
2018/12/31 8:00,1,1,0,4,0,2,18,149
2018/12/31 8:00,1,1,0,4,0,2,19,49
2018/12/31 8:00,1,1,0,4,0,2,20,4
2018/12/31 8:00,1,1,0,4,0,2,21,3
2018/12/31 8:00,1,1,0,4,0,2,22,172
2018/12/31 8:00,1,1,0,4,0,2,23,82
2018/12/31 8:00,1,1,0,4,0,2,24,12
2018/12/31 8:00,1,1,0,4,0,2,25,14
2018/12/31 8:00,1,1,0,4,0,2,26,20
2018/12/31 8:00,1,1,0,4,0,2,27,63
2018/12/31 8:00,1,1,0,4,0,2,28,34
2018/12/31 8:00,1,1,0,4,0,2,29,25
2018/12/31 8:00,1,1,0,4,0,2,30,6
2018/12/31 8:00,1,1,0,4,0,2,31,24
2018/12/31 8:00,1,1,0,4,0,2,32,45
2018/12/31 8:00,1,1,0,4,0,2,33,159
2018/12/31 8:00,1,1,0,4,0,2,34,135
2018/12/31 8:00,1,1,0,4,0,2,35,17
2018/12/31 8:00,1,1,0,4,0,2,36,12
2018/12/31 8:00,1,1,0,4,0,2,37,20
2018/12/31 8:00,1,1,0,4,0,2,38,8
2018/12/31 8:00,1,1,0,4,0,2,39,9
2018/12/31 8:00,1,1,0,4,0,2,40,62
2018/12/31 8:00,1,1,0,4,0,2,41,10
2018/12/31 8:00,1,1,0,4,0,2,42,8
2018/12/31 8:00,1,1,0,4,0,2,43,55
2018/12/31 8:00,1,1,0,4,0,2,44,24
2018/12/31 8:00,1,1,0,4,0,2,45,28
2018/12/31 8:00,1,1,0,4,0,2,46,4
2018/12/31 8:00,1,1,0,4,0,2,47,11
2018/12/31 8:00,1,1,0,4,0,2,48,56
2018/12/31 8:00,1,1,0,4,0,2,49,36
2018/12/31 8:00,1,1,0,4,0,2,50,4
2018/12/31 8:00,1,1,0,4,0,2,51,15
2018/12/31 8:00,1,1,0,4,0,2,52,11
2018/12/31 8:00,1,1,0,4,0,2,53,0
2018/12/31 9:00,1,1,0,4,0,2,0,54
2018/12/31 9:00,1,1,0,4,0,2,1,1023
2018/12/31 9:00,1,1,0,4,0,2,2,808
2018/12/31 9:00,1,1,0,4,0,2,3,27
2018/12/31 9:00,1,1,0,4,0,2,4,149
2018/12/31 9:00,1,1,0,4,0,2,5,16
2018/12/31 9:00,1,1,0,4,0,2,6,168
2018/12/31 9:00,1,1,0,4,0,2,7,37
2018/12/31 9:00,1,1,0,4,0,2,8,452
2018/12/31 9:00,1,1,0,4,0,2,9,81
2018/12/31 9:00,1,1,0,4,0,2,10,14
2018/12/31 9:00,1,1,0,4,0,2,11,97
2018/12/31 9:00,1,1,0,4,0,2,12,200
2018/12/31 9:00,1,1,0,4,0,2,13,173
2018/12/31 9:00,1,1,0,4,0,2,14,44
2018/12/31 9:00,1,1,0,4,0,2,15,36
2018/12/31 9:00,1,1,0,4,0,2,16,0
2018/12/31 9:00,1,1,0,4,0,2,17,4
2018/12/31 9:00,1,1,0,4,0,2,18,156
2018/12/31 9:00,1,1,0,4,0,2,19,56
2018/12/31 9:00,1,1,0,4,0,2,20,7
2018/12/31 9:00,1,1,0,4,0,2,21,13
2018/12/31 9:00,1,1,0,4,0,2,22,159
2018/12/31 9:00,1,1,0,4,0,2,23,77
